"Title","driv_type","ES"
"Ecosystem engineering by mussels supports biodiversity and water clarity in a heavily polluted lake in Dhaka, Bangladesh","Biotic","HabCreate"
"Ecosystem engineering by mussels supports biodiversity and water clarity in a heavily polluted lake in Dhaka, Bangladesh","Biotic","coastWQReg"
"Do riparian reserves support dung beetle biodiversity and ecosystem services in oil palm- dominated tropical landscapes?","Human","SoilProtect"
"Functional group diversity of bee pollinators increases crop yield","Biotic","Pollination"
"A modeling approach to evaluate the impact of conservation practices on water and sediment yield in Sasumua Watershed, Kenya","Human","freshWQReg"
"A modeling approach to evaluate the impact of conservation practices on water and sediment yield in Sasumua Watershed, Kenya","Human","coastWQReg"
"A modeling approach to evaluate the impact of conservation practices on water and sediment yield in Sasumua Watershed, Kenya","Human","SoilProtect"
"A modeling approach to evaluate the impact of conservation practices on water and sediment yield in Sasumua Watershed, Kenya","Environmental","coastWQReg"
"Land-use trade-offs between tree biodiversity and crop production in the Atlantic Forest","LU_LC","Food"
"Land-use trade-offs between tree biodiversity and crop production in the Atlantic Forest","LU_LC","MaintainOpts"
"Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?","LU_LC","Pollination"
"Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?","Human","Pollination"
"Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?","LU_LC","coastWQReg"
"Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?","Human","coastWQReg"
"Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?","LU_LC","SoilProtect"
"Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?","Human","SoilProtect"
"Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?","LU_LC","Food"
"Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?","Human","Food"
"Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?","LU_LC","Materials"
"Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?","Human","Materials"
"Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?","LU_LC","CulturePsych"
"Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?","Human","CulturePsych"
"Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?","Environmental","Pollination"
"Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?","Environmental","coastWQReg"
"Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?","Environmental","SoilProtect"
"Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?","Environmental","Food"
"Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?","Environmental","Materials"
"Social-ecological drivers of multiple ecosystem services: what variables explain patterns of ecosystem services across the Norrstrom drainage basin?","Environmental","CulturePsych"
"Ecosystem services are lost when facilitation between two ecosystem engineers is compromised by oil","Human","HabCreate"
"Ecosystem services are lost when facilitation between two ecosystem engineers is compromised by oil","Environmental","HabCreate"
"Ecosystem services are lost when facilitation between two ecosystem engineers is compromised by oil","LU_LC","SoilProtect"
"Land use affects dung beetle communities and their ecosystem service in forests and grasslands","LU_LC","PestPath"
"Land use affects dung beetle communities and their ecosystem service in forests and grasslands","Biotic","PestPath"
"China's progress towards sustainable land degradation control: Insights from the northwest arid regions","Environmental","HabCreate"
"Mapping ecosystem services in New York City: Applying a social-ecological approach in urban vacant land","LU_LC","HabCreate"
"Mapping ecosystem services in New York City: Applying a social-ecological approach in urban vacant land","LU_LC","AQReg"
"Mapping ecosystem services in New York City: Applying a social-ecological approach in urban vacant land","LU_LC","ClimReg"
"Mapping ecosystem services in New York City: Applying a social-ecological approach in urban vacant land","LU_LC","Hazards"
"Mapping ecosystem services in New York City: Applying a social-ecological approach in urban vacant land","LU_LC","Food"
"Mapping ecosystem services in New York City: Applying a social-ecological approach in urban vacant land","LU_LC","CulturePsych"
"How Do Biota Respond to Additional Physical Restoration of Restored Streams?","Human","HabCreate"
"How Do Biota Respond to Additional Physical Restoration of Restored Streams?","Human","SoilProtect"
"A trait-based ecology of the Los Angeles urban forest","Human","CulturePsych"
"Seascape architecture - incorporating ecological considerations in design of coastal and marine infrastructure","Human","Hazards"
"Modelling the potential impacts of urban ecosystem changes on carbon storage under different scenarios by linking the CLUE-S and the InVEST models","LU_LC","ClimReg"
"Modelling the potential impacts of urban ecosystem changes on carbon storage under different scenarios by linking the CLUE-S and the InVEST models","Human","ClimReg"
"Invasive Species Impacts on Human Well-being Using the Life Satisfaction Index","Biotic","CulturePsych"
"Seed-dispersal distributions by trumpeter hornbills in fragmented landscapes","Biotic","Pollination"
"Trait-based approaches for guiding the restoration of degraded agricultural landscapes in East Africa","Human","SoilProtect"
"Green roof plant species diversity improves ecosystem multifunctionality","Human","HabCreate"
"Green roof plant species diversity improves ecosystem multifunctionality","Human","ClimReg"
"Green roof plant species diversity improves ecosystem multifunctionality","Human","Hazards"
"Green roof plant species diversity improves ecosystem multifunctionality","Biotic","HabCreate"
"Green roof plant species diversity improves ecosystem multifunctionality","Biotic","ClimReg"
"Green roof plant species diversity improves ecosystem multifunctionality","Biotic","Hazards"
"Bat diversity in Carajas National Forest (Eastern Amazon) and potential impacts on ecosystem services under climate change","Environmental","Pollination"
"Regional-scale scenario modeling for coral reefs: a decision support tool to inform management of a complex system","Environmental","Food"
"Regional-scale scenario modeling for coral reefs: a decision support tool to inform management of a complex system","Human","Food"
"Biodiversity-multifunctionality relationships depend on identity and number of measured functions","Biotic","HabCreate"
"Biodiversity-multifunctionality relationships depend on identity and number of measured functions","Biotic","Pollination"
"Biodiversity-multifunctionality relationships depend on identity and number of measured functions","Biotic","AQReg"
"Biodiversity-multifunctionality relationships depend on identity and number of measured functions","Biotic","SoilProtect"
"Biodiversity-multifunctionality relationships depend on identity and number of measured functions","Biotic","PestPath"
"Habitat conversion, extinction thresholds, and pollination services in agroecosystems","LU_LC","Pollination"
"Effects of habitat composition and landscape structure on worker foraging distances of five bumble bee species","LU_LC","Pollination"
"Belowground response of prairie restoration and resiliency to drought","Human","SoilProtect"
"Belowground response of prairie restoration and resiliency to drought","Human","MaintainOpts"
"Linking wind erosion to ecosystem services in drylands: a landscape ecological approach","Environmental","ClimReg"
"Linking wind erosion to ecosystem services in drylands: a landscape ecological approach","Environmental","SoilProtect"
"Linking wind erosion to ecosystem services in drylands: a landscape ecological approach","Environmental","Food"
"Linking wind erosion to ecosystem services in drylands: a landscape ecological approach","Human","ClimReg"
"Linking wind erosion to ecosystem services in drylands: a landscape ecological approach","Human","SoilProtect"
"Linking wind erosion to ecosystem services in drylands: a landscape ecological approach","Human","Food"
"Fruit Supplementation Affects Birds but not Arthropod Predation by Birds in Costa Rican Agroforestry Systems","Human","PestPath"
"Diatoms to human uses: linking nitrogen deposition, aquatic eutrophication, and ecosystem services","Environmental","coastWQReg"
"Non-linear effects of pesticide application on biodiversity-driven ecosystem services and disservices in a cacao agroecosystem: A modeling study","Human","Food"
"Non-linear effects of pesticide application on biodiversity-driven ecosystem services and disservices in a cacao agroecosystem: A modeling study","Biotic","Food"
"Flood Water Hydrochemistry Patterns Suggest Floodplain Sink Function for Dissolved Solids from the Songkhram Monsoon River (Thailand)","LU_LC","coastWQReg"
"Flood Water Hydrochemistry Patterns Suggest Floodplain Sink Function for Dissolved Solids from the Songkhram Monsoon River (Thailand)","Environmental","coastWQReg"
"Divergent flows of avian-mediated ecosystem services across forest-matrix interfaces in human-modified landscapes","LU_LC","Pollination"
"Divergent flows of avian-mediated ecosystem services across forest-matrix interfaces in human-modified landscapes","LU_LC","ClimReg"
"Restoration potential of threatened ecosystem engineers increases with aridity: broad scale effects on soil nutrients and function","Environmental","SoilProtect"
"Restoration potential of threatened ecosystem engineers increases with aridity: broad scale effects on soil nutrients and function","Biotic","SoilProtect"
"Landscape-level crop diversity benefits biological pest control","Human","PestPath"
"Stable nitrogen and carbon isotope ratios in wild native honeybees: the influence of land use and climate","LU_LC","Pollination"
"Community structure dynamics and carbon stock change of rehabilitated mangrove forests in Sulawesi, Indonesia","Environmental","ClimReg"
"Community structure dynamics and carbon stock change of rehabilitated mangrove forests in Sulawesi, Indonesia","Environmental","SoilProtect"
"Community structure dynamics and carbon stock change of rehabilitated mangrove forests in Sulawesi, Indonesia","Environmental","Energy"
"Community structure dynamics and carbon stock change of rehabilitated mangrove forests in Sulawesi, Indonesia","LU_LC","ClimReg"
"Community structure dynamics and carbon stock change of rehabilitated mangrove forests in Sulawesi, Indonesia","Human","ClimReg"
"Community structure dynamics and carbon stock change of rehabilitated mangrove forests in Sulawesi, Indonesia","LU_LC","SoilProtect"
"Community structure dynamics and carbon stock change of rehabilitated mangrove forests in Sulawesi, Indonesia","Human","SoilProtect"
"Community structure dynamics and carbon stock change of rehabilitated mangrove forests in Sulawesi, Indonesia","LU_LC","Energy"
"Community structure dynamics and carbon stock change of rehabilitated mangrove forests in Sulawesi, Indonesia","Human","Energy"
"The benefits of hedgerows for pollinators and natural enemies depends on hedge quality and landscape context","Human","Pollination"
"The benefits of hedgerows for pollinators and natural enemies depends on hedge quality and landscape context","Environmental","Pollination"
"The benefits of hedgerows for pollinators and natural enemies depends on hedge quality and landscape context","Biotic","Pollination"
"Structural features of fragmented woodland communities affect leaf litter decomposition rates","Biotic","SoilProtect"
"Non-native fruit trees facilitate colonization of native forest on abandoned farmland","LU_LC","MaintainOpts"
"Understanding the nursery habitat and provision service of a NTFP in a Colombian oak forest: A case of a nomadic vine","Biotic","Materials"
"Evaluation of salt marsh restoration by means of self-regulating tidal gate - Avon estuary, South Devon, UK","LU_LC","HabCreate"
"Evaluation of salt marsh restoration by means of self-regulating tidal gate - Avon estuary, South Devon, UK","Human","HabCreate"
"Evaluation of salt marsh restoration by means of self-regulating tidal gate - Avon estuary, South Devon, UK","LU_LC","Hazards"
"Evaluation of salt marsh restoration by means of self-regulating tidal gate - Avon estuary, South Devon, UK","Human","Hazards"
"Soil and vegetation recovery following alien tree clearing in the Eastern Cape Province of South Africa","LU_LC","SoilProtect"
"A welcome can of worms? Hypoxia mitigation by an invasive species","Biotic","coastWQReg"
"Grape moth density in Bordeaux vineyards depends on local habitat management despite effects of landscape heterogeneity on their biological control","Biotic","Pollination"
"Balancing yield with resilience and conservation objectives in harvested predator-prey communities","Human","Food"
"Balancing yield with resilience and conservation objectives in harvested predator-prey communities","Biotic","Food"
"Evaluating management strategies to optimise coral reef ecosystem services","Human","HabCreate"
"Evaluating management strategies to optimise coral reef ecosystem services","Human","Food"
"Evaluating management strategies to optimise coral reef ecosystem services","Human","CulturePsych"
"Carbon stocks and dynamics at different successional stages in an Afromontane tropical forest","Environmental","ClimReg"
"Carbon stocks and dynamics at different successional stages in an Afromontane tropical forest","LU_LC","ClimReg"
"Invasive grasses, climate change, and exposure to storm-wave overtopping in coastal dune ecosystems","Biotic","HabCreate"
"Decoupled effects (positive to negative) of nutrient enrichment on ecosystem services","Human","HabCreate"
"Decoupled effects (positive to negative) of nutrient enrichment on ecosystem services","Human","ClimReg"
"Decoupled effects (positive to negative) of nutrient enrichment on ecosystem services","Human","coastWQReg"
"Decoupled effects (positive to negative) of nutrient enrichment on ecosystem services","Human","Food"
"Landscape structure influences urban vegetation vertical structure","Human","ClimReg"
"Landscape structure influences urban vegetation vertical structure","Environmental","ClimReg"
"Landscape structure influences urban vegetation vertical structure","LU_LC","ClimReg"
"Anolis lizards as biocontrol agents in mainland and island agroecosystems","Human","PestPath"
"Anolis lizards as biocontrol agents in mainland and island agroecosystems","Environmental","PestPath"
"Anolis lizards as biocontrol agents in mainland and island agroecosystems","Biotic","PestPath"
"Evaluation of a new method for assessing resilience in urban aquatic social-ecological systems","LU_LC","freshWQReg"
"Evaluation of a new method for assessing resilience in urban aquatic social-ecological systems","Human","freshWQReg"
"Homogenization of plant diversity, composition, and structure in North American urban yards","Environmental","MaintainOpts"
"Homogenization of plant diversity, composition, and structure in North American urban yards","Human","MaintainOpts"
"Does rotational heather burning increase red grouse abundance and breeding success on moors in northern England?","Human","HabCreate"
"Does rotational heather burning increase red grouse abundance and breeding success on moors in northern England?","Human","CulturePsych"
"Terrestrial isopods as bioindicators for environmental monitoring in olive groves and natural ecosystems","LU_LC","HabCreate"
"Terrestrial isopods as bioindicators for environmental monitoring in olive groves and natural ecosystems","Human","HabCreate"
"Quantification of the potential impact of nature conservation on ecosystem services supply in the Flemish Region: A cascade modelling approach","Human","Pollination"
"Quantification of the potential impact of nature conservation on ecosystem services supply in the Flemish Region: A cascade modelling approach","Human","AQReg"
"Quantification of the potential impact of nature conservation on ecosystem services supply in the Flemish Region: A cascade modelling approach","Human","ClimReg"
"Quantification of the potential impact of nature conservation on ecosystem services supply in the Flemish Region: A cascade modelling approach","Human","freshWQReg"
"Quantification of the potential impact of nature conservation on ecosystem services supply in the Flemish Region: A cascade modelling approach","Human","SoilProtect"
"Quantification of the potential impact of nature conservation on ecosystem services supply in the Flemish Region: A cascade modelling approach","Human","Food"
"Quantification of the potential impact of nature conservation on ecosystem services supply in the Flemish Region: A cascade modelling approach","Human","Materials"
"Quantification of the potential impact of nature conservation on ecosystem services supply in the Flemish Region: A cascade modelling approach","Human","CulturePsych"
"Weed species structural and functional composition of okra fields and field periphery under different management intensities along the rural-urban gradient of two West African cities","Human","Food"
"Weed species structural and functional composition of okra fields and field periphery under different management intensities along the rural-urban gradient of two West African cities","Biotic","Food"
"Weed species structural and functional composition of okra fields and field periphery under different management intensities along the rural-urban gradient of two West African cities","Environmental","Food"
"Weed species structural and functional composition of okra fields and field periphery under different management intensities along the rural-urban gradient of two West African cities","LU_LC","Food"
"Effects of habitat loss on the plant-flower visitor network structure of a dune community","Human","Pollination"
"Routes to achieving sustainable intensification in simulated dairy farms: The importance of production efficiency and complimentary land uses","LU_LC","HabCreate"
"Routes to achieving sustainable intensification in simulated dairy farms: The importance of production efficiency and complimentary land uses","LU_LC","PestPath"
"Lessons from visualising the landscape and habitat implications of tree decline-and its remediation through tree planting-in Australia's grazing landscapes","Human","HabCreate"
"The spatial organization of ecosystem services in river-floodplains","LU_LC","HabCreate"
"The spatial organization of ecosystem services in river-floodplains","LU_LC","ClimReg"
"The spatial organization of ecosystem services in river-floodplains","LU_LC","Food"
"The spatial organization of ecosystem services in river-floodplains","LU_LC","CulturePsych"
"The spatial organization of ecosystem services in river-floodplains","Environmental","HabCreate"
"The spatial organization of ecosystem services in river-floodplains","Environmental","ClimReg"
"The spatial organization of ecosystem services in river-floodplains","Environmental","Food"
"The spatial organization of ecosystem services in river-floodplains","Environmental","CulturePsych"
"Riparian buffer growth and soil nitrate supply are affected by tree species selection and black plastic mulching","Human","SoilProtect"
"Assessment of the erosion control function of forest ecosystems based on GIS: a case study in Zhangjiajie National Forest Park, China","LU_LC","SoilProtect"
"From intrinsic to service potential: An approach to assess tourism landscape potential","Human","CulturePsych"
"From intrinsic to service potential: An approach to assess tourism landscape potential","Environmental","CulturePsych"
"From intrinsic to service potential: An approach to assess tourism landscape potential","LU_LC","CulturePsych"
"From intrinsic to service potential: An approach to assess tourism landscape potential","Biotic","CulturePsych"
"Quantifying changes in multiple ecosystem services during 2000-2012 on the Loess Plateau, China, as a result of climate variability and ecological restoration","Environmental","ClimReg"
"Quantifying changes in multiple ecosystem services during 2000-2012 on the Loess Plateau, China, as a result of climate variability and ecological restoration","Environmental","freshWQReg"
"Quantifying changes in multiple ecosystem services during 2000-2012 on the Loess Plateau, China, as a result of climate variability and ecological restoration","Environmental","Hazards"
"Quantifying changes in multiple ecosystem services during 2000-2012 on the Loess Plateau, China, as a result of climate variability and ecological restoration","LU_LC","ClimReg"
"Quantifying changes in multiple ecosystem services during 2000-2012 on the Loess Plateau, China, as a result of climate variability and ecological restoration","LU_LC","freshWQReg"
"Quantifying changes in multiple ecosystem services during 2000-2012 on the Loess Plateau, China, as a result of climate variability and ecological restoration","LU_LC","SoilProtect"
"Quantifying changes in multiple ecosystem services during 2000-2012 on the Loess Plateau, China, as a result of climate variability and ecological restoration","LU_LC","Hazards"
"Quantifying changes in multiple ecosystem services during 2000-2012 on the Loess Plateau, China, as a result of climate variability and ecological restoration","Environmental","SoilProtect"
"Quantifying changes in multiple ecosystem services during 2000-2012 on the Loess Plateau, China, as a result of climate variability and ecological restoration","Human","ClimReg"
"Quantifying changes in multiple ecosystem services during 2000-2012 on the Loess Plateau, China, as a result of climate variability and ecological restoration","Human","freshWQReg"
"Quantifying changes in multiple ecosystem services during 2000-2012 on the Loess Plateau, China, as a result of climate variability and ecological restoration","Human","SoilProtect"
"Quantifying changes in multiple ecosystem services during 2000-2012 on the Loess Plateau, China, as a result of climate variability and ecological restoration","Human","Hazards"
"Quantifying changes in multiple ecosystem services during 2000-2012 on the Loess Plateau, China, as a result of climate variability and ecological restoration","Human","Food"
"Quantifying changes in multiple ecosystem services during 2000-2012 on the Loess Plateau, China, as a result of climate variability and ecological restoration","LU_LC","Food"
"From Field Data to Ecosystem Services Maps: Using Regressions for the Case of Deforested Areas Within the Amazon","LU_LC","Pollination"
"From Field Data to Ecosystem Services Maps: Using Regressions for the Case of Deforested Areas Within the Amazon","LU_LC","ClimReg"
"From Field Data to Ecosystem Services Maps: Using Regressions for the Case of Deforested Areas Within the Amazon","LU_LC","freshWQReg"
"From Field Data to Ecosystem Services Maps: Using Regressions for the Case of Deforested Areas Within the Amazon","LU_LC","coastWQReg"
"From Field Data to Ecosystem Services Maps: Using Regressions for the Case of Deforested Areas Within the Amazon","LU_LC","MaintainOpts"
"From Field Data to Ecosystem Services Maps: Using Regressions for the Case of Deforested Areas Within the Amazon","Environmental","Pollination"
"From Field Data to Ecosystem Services Maps: Using Regressions for the Case of Deforested Areas Within the Amazon","Biotic","Pollination"
"From Field Data to Ecosystem Services Maps: Using Regressions for the Case of Deforested Areas Within the Amazon","Environmental","ClimReg"
"From Field Data to Ecosystem Services Maps: Using Regressions for the Case of Deforested Areas Within the Amazon","Biotic","ClimReg"
"From Field Data to Ecosystem Services Maps: Using Regressions for the Case of Deforested Areas Within the Amazon","Environmental","freshWQReg"
"From Field Data to Ecosystem Services Maps: Using Regressions for the Case of Deforested Areas Within the Amazon","Biotic","freshWQReg"
"From Field Data to Ecosystem Services Maps: Using Regressions for the Case of Deforested Areas Within the Amazon","Environmental","coastWQReg"
"From Field Data to Ecosystem Services Maps: Using Regressions for the Case of Deforested Areas Within the Amazon","Biotic","coastWQReg"
"From Field Data to Ecosystem Services Maps: Using Regressions for the Case of Deforested Areas Within the Amazon","Environmental","MaintainOpts"
"From Field Data to Ecosystem Services Maps: Using Regressions for the Case of Deforested Areas Within the Amazon","Biotic","MaintainOpts"
"Abundance of urban male mosquitoes by green infrastructure types: implications for landscape design and vector management","Human","PestPath"
"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia","LU_LC","Pollination"
"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia","Human","Pollination"
"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia","LU_LC","coastWQReg"
"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia","Human","coastWQReg"
"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia","LU_LC","PestPath"
"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia","Human","PestPath"
"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia","LU_LC","Food"
"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia","Human","Food"
"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia","LU_LC","CulturePsych"
"An analysis of trade-offs between multiple ecosystem services and stakeholders linked to land use and water quality management in the Great Barrier Reef, Australia","Human","CulturePsych"
"An ecophysiologically informed model of seed dispersal by orangutans: linking animal movement with gut passage across time and space","Biotic","Pollination"
"An invasive ant reduces diversity but does not disrupt a key ecosystem function in an African savanna","Biotic","PestPath"
"An invasive ant reduces diversity but does not disrupt a key ecosystem function in an African savanna","Biotic","SoilProtect"
"Application of a rangeland soil erosion model using National Resources Inventory data in southeastern Arizona","Environmental","SoilProtect"
"Application of a rangeland soil erosion model using National Resources Inventory data in southeastern Arizona","Biotic","SoilProtect"
"Applying network theory to prioritize multispecies habitat networks that are robust to climate and land-use change","Environmental","HabCreate"
"Applying network theory to prioritize multispecies habitat networks that are robust to climate and land-use change","LU_LC","HabCreate"
"Assessing and mapping of multiple ecosystem services in Guizhou Province, China","Environmental","freshWQReg"
"Assessing and mapping of multiple ecosystem services in Guizhou Province, China","LU_LC","HabCreate"
"Assessing and mapping of multiple ecosystem services in Guizhou Province, China","Human","HabCreate"
"Assessing and mapping of multiple ecosystem services in Guizhou Province, China","LU_LC","ClimReg"
"Assessing and mapping of multiple ecosystem services in Guizhou Province, China","Human","ClimReg"
"Assessing and mapping of multiple ecosystem services in Guizhou Province, China","LU_LC","freshWQReg"
"Assessing and mapping of multiple ecosystem services in Guizhou Province, China","Human","freshWQReg"
"Assessing and mapping of multiple ecosystem services in Guizhou Province, China","LU_LC","SoilProtect"
"Assessing and mapping of multiple ecosystem services in Guizhou Province, China","Human","SoilProtect"
"Assessing and mapping of multiple ecosystem services in Guizhou Province, China","Environmental","SoilProtect"
"Assessing and mapping of multiple ecosystem services in Guizhou Province, China","Biotic","freshWQReg"
"Biofuels on the landscape: Is ""land sharing"" preferable to ""land sparing""?","LU_LC","ClimReg"
"Biofuels on the landscape: Is ""land sharing"" preferable to ""land sparing""?","Human","ClimReg"
"Biofuels on the landscape: Is ""land sharing"" preferable to ""land sparing""?","Biotic","ClimReg"
"Climate and plant controls on soil organic matter in coastal wetlands","Environmental","HabCreate"
"Climate and plant controls on soil organic matter in coastal wetlands","Environmental","ClimReg"
"Climate and plant controls on soil organic matter in coastal wetlands","Environmental","coastWQReg"
"Climate and plant controls on soil organic matter in coastal wetlands","Biotic","ClimReg"
"Detecting pest control services across spatial and temporal scales","Environmental","PestPath"
"Detecting pest control services across spatial and temporal scales","Biotic","PestPath"
"Early eclosion of overwintering cotton bollworm moths from warming temperatures accentuates yield loss in wheat","Environmental","Food"
"Early eclosion of overwintering cotton bollworm moths from warming temperatures accentuates yield loss in wheat","Biotic","Food"
"Ecosystem Properties of Urban Land Covers at the Aboveground-Belowground Interface","LU_LC","ClimReg"
"Ecosystem Properties of Urban Land Covers at the Aboveground-Belowground Interface","LU_LC","SoilProtect"
"Ecosystem Properties of Urban Land Covers at the Aboveground-Belowground Interface","LU_LC","CulturePsych"
"Effects of coastal development on nearshore estuarine nekton communities","LU_LC","HabCreate"
"Effects of coastal development on nearshore estuarine nekton communities","Human","HabCreate"
"Effects of coastal development on nearshore estuarine nekton communities","LU_LC","MaintainOpts"
"Effects of coastal development on nearshore estuarine nekton communities","Human","MaintainOpts"
"Evaluating the effectiveness of urban trees to mitigate storm water runoff via transpiration and stemflow","Environmental","freshWQReg"
"Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile)","LU_LC","HabCreate"
"Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile)","Human","HabCreate"
"Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile)","Biotic","ClimReg"
"Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile)","Biotic","freshWQReg"
"Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile)","Biotic","coastWQReg"
"Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile)","Biotic","Hazards"
"Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile)","Biotic","Energy"
"Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile)","Biotic","Food"
"Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile)","Biotic","Materials"
"Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile)","Biotic","MaintainOpts"
"Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile)","Biotic","CulturePsych"
"Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile)","Environmental","HabCreate"
"Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile)","Environmental","ClimReg"
"Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile)","Environmental","freshWQReg"
"Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile)","Environmental","coastWQReg"
"Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile)","Environmental","Hazards"
"Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile)","Environmental","Energy"
"Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile)","Environmental","Food"
"Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile)","Environmental","Materials"
"Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile)","Environmental","MaintainOpts"
"Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile)","Environmental","CulturePsych"
"Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile)","Human","ClimReg"
"Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile)","Human","freshWQReg"
"Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile)","Human","coastWQReg"
"Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile)","Human","Hazards"
"Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile)","Human","Energy"
"Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile)","Human","Food"
"Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile)","Human","Materials"
"Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile)","Human","MaintainOpts"
"Exploring the complex relations between water resources and social indicators: The Biobio Basin (Chile)","Human","CulturePsych"
"Fishing impacts on the marine inorganic carbon cycle","Human","OceanReg"
"Fishing impacts on the marine inorganic carbon cycle","Biotic","OceanReg"
"Global evidence of positive impacts of freshwater biodiversity on fishery yields","Environmental","Food"
"Global evidence of positive impacts of freshwater biodiversity on fishery yields","Human","Food"
"Global evidence of positive impacts of freshwater biodiversity on fishery yields","LU_LC","Food"
"Global evidence of positive impacts of freshwater biodiversity on fishery yields","Biotic","Food"
"Mammal diversity influences the carbon cycle through trophic interactions in the Amazon","Environmental","ClimReg"
"Mammal diversity influences the carbon cycle through trophic interactions in the Amazon","Biotic","ClimReg"
"Managing ecosystems without prior knowledge: pathological outcomes of lake liming","Human","coastWQReg"
"Managing ecosystems without prior knowledge: pathological outcomes of lake liming","Human","Food"
"Performance of salmon fishery portfolios across western North America","LU_LC","Food"
"Performance of salmon fishery portfolios across western North America","Human","Food"
"Performance of salmon fishery portfolios across western North America","Environmental","Food"
"Pollination benefits are maximized at intermediate nutrient levels","Biotic","Pollination"
"Pollination benefits are maximized at intermediate nutrient levels","Environmental","Pollination"
"Pronounced species turnover, but no functional equivalence in leaf consumption of invasive amphipods in the river Rhine","Biotic","coastWQReg"
"Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape","Environmental","ClimReg"
"Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape","Environmental","Food"
